Match_ID,Date,Competition,Home_Team,Away_Team,Home_Rank,Away_Rank,Home_Elo,Away_Elo,Home_Goals,Away_Goals,Goal_Diff,Home_Form,Away_Form,Home_Win_Pct,Away_Win_Pct,Clean_Sheet_Pct,Host_Advantage,Continent_Advantage,Result,Year,Month,Total Goals,Rank Difference,Teams,Total Match Played,Total Win,Win %,Trim Home_TEAM,Trim Away_TEAM,Team,,
302,30-10-2015,WC Qualifier,Sweden,Serbia,14,10,1870,1933,3,3,0,3.11,3.22,44,43,31,0,0,Draw,2015,10,6,4,,,,,Sweden,Serbia,,,
303,31-10-2015,Continental Cup,Sweden,South Korea,23,11,1835,2104,2,1,1,4.34,2.53,43,73,39,0,1,Home Win,2015,10,3,12,,,,,Sweden,South Korea,,,
304,01-11-2015,Friendly,South Korea,Netherlands,28,6,2061,2043,4,1,3,4.53,2.33,43,49,32,0,1,Home Win,2015,11,5,22,,,,,South Korea,Netherlands,,,
305,02-11-2015,Nations League,Japan,Norway,3,11,1887,1764,0,3,-3,3.41,4.66,46,62,63,1,1,Away Win,2015,11,3,-8,,,,,Japan,Norway,,,
306,03-11-2015,Continental Cup,Netherlands,Sweden,2,14,1784,1876,3,0,3,3.78,2.34,78,44,34,0,1,Home Win,2015,11,3,-12,,,,,Netherlands,Sweden,,,
307,04-11-2015,WC Qualifier,Colombia,Argentina,30,13,2089,1925,0,2,-2,3.28,2.64,53,67,38,0,1,Away Win,2015,11,2,17,,,,,Colombia,Argentina,,,
308,05-11-2015,World Cup,Colombia,Argentina,21,24,1990,2092,2,4,-2,4.56,2.89,45,46,60,0,1,Away Win,2015,11,6,-3,,,,,Colombia,Argentina,,,
309,06-11-2015,Nations League,England,Canada,25,14,2024,2109,1,5,-4,4.92,2.54,72,85,64,1,1,Away Win,2015,11,6,11,,,,,England,Canada,,,
310,07-11-2015,WC Qualifier,England,Argentina,20,24,2142,2032,2,4,-2,2.23,3.73,44,68,57,1,0,Away Win,2015,11,6,-4,,,,,England,Argentina,,,
311,08-11-2015,World Cup,Morocco,Belgium,24,22,1967,2151,3,1,2,2.71,2.43,64,48,35,0,1,Home Win,2015,11,4,2,,,,,Morocco,Belgium,,,
312,09-11-2015,World Cup,Colombia,Netherlands,14,3,1861,2134,1,2,-1,2.1,4.81,55,83,42,0,1,Away Win,2015,11,3,11,,,,,Colombia,Netherlands,,,
313,10-11-2015,Friendly,Austria,South Korea,17,23,2181,1778,4,5,-1,3.29,4.28,63,57,45,1,0,Away Win,2015,11,9,-6,,,,,Austria,South Korea,,,
314,11-11-2015,Continental Cup,Colombia,Morocco,19,18,1869,1865,4,3,1,2.68,4.13,61,79,30,1,0,Home Win,2015,11,7,1,,,,,Colombia,Morocco,,,
315,12-11-2015,Continental Cup,Norway,Italy,8,26,2107,2080,0,2,-2,3.35,3.85,74,48,29,1,0,Away Win,2015,11,2,-18,,,,,Norway,Italy,,,
316,13-11-2015,Continental Cup,Mexico,Australia,18,14,1989,2183,4,3,1,3.01,2.51,83,66,44,1,1,Home Win,2015,11,7,4,,,,,Mexico,Australia,,,
317,14-11-2015,World Cup,Senegal,Italy,30,25,2107,2112,4,2,2,4.9,3.31,46,67,31,0,0,Home Win,2015,11,6,5,,,,,Senegal,Italy,,,
318,15-11-2015,Continental Cup,England,Belgium,1,30,1932,2113,0,2,-2,2.45,2.6,52,79,25,1,0,Away Win,2015,11,2,-29,,,,,England,Belgium,,,
319,16-11-2015,Friendly,Argentina,Portugal,3,17,1968,2195,2,0,2,3.53,2.85,68,42,56,0,0,Home Win,2015,11,2,-14,,,,,Argentina,Portugal,,,
320,17-11-2015,World Cup,Denmark,Germany,21,6,1855,1797,1,4,-3,2.25,3.46,64,78,65,1,0,Away Win,2015,11,5,15,,,,,Denmark,Germany,,,
321,18-11-2015,Friendly,Switzerland,Spain,16,29,2010,1964,2,4,-2,2.98,4.43,45,84,36,0,1,Away Win,2015,11,6,-13,,,,,Switzerland,Spain,,,
322,19-11-2015,World Cup,Norway,Denmark,19,16,1803,1829,4,3,1,3.59,2.61,72,76,64,1,1,Home Win,2015,11,7,3,,,,,Norway,Denmark,,,
323,20-11-2015,WC Qualifier,Switzerland,Norway,7,25,2197,1926,2,4,-2,2.91,4.01,44,75,28,0,0,Away Win,2015,11,6,-18,,,,,Switzerland,Norway,,,
324,21-11-2015,Friendly,Senegal,Nigeria,26,25,2008,1801,1,3,-2,3.97,2.11,71,58,46,0,0,Away Win,2015,11,4,1,,,,,Senegal,Nigeria,,,
325,22-11-2015,WC Qualifier,Argentina,South Korea,28,18,2113,1832,4,3,1,2.56,2.08,54,42,29,0,1,Home Win,2015,11,7,10,,,,,Argentina,South Korea,,,
326,23-11-2015,Nations League,Croatia,Norway,17,19,2091,2111,1,3,-2,4.66,3.39,44,61,53,0,0,Away Win,2015,11,4,-2,,,,,Croatia,Norway,,,
327,24-11-2015,WC Qualifier,Japan,Poland,3,18,2074,1803,2,2,0,4.57,2.11,84,43,54,1,1,Draw,2015,11,4,-15,,,,,Japan,Poland,,,
328,25-11-2015,WC Qualifier,Croatia,Serbia,7,1,1863,2146,5,4,1,4.01,2.14,44,80,44,0,1,Home Win,2015,11,9,6,,,,,Croatia,Serbia,,,
329,26-11-2015,Nations League,Denmark,Germany,20,30,2147,2152,1,0,1,3.44,2.75,84,71,46,1,0,Home Win,2015,11,1,-10,,,,,Denmark,Germany,,,
330,27-11-2015,Friendly,Spain,Germany,4,9,2137,1756,3,3,0,4.15,4.35,70,56,60,1,0,Draw,2015,11,6,-5,,,,,Spain,Germany,,,
331,28-11-2015,WC Qualifier,Austria,Portugal,6,14,1868,2129,4,3,1,2.61,2.17,50,43,44,0,1,Home Win,2015,11,7,-8,,,,,Austria,Portugal,,,
332,29-11-2015,World Cup,Norway,Spain,23,27,2034,2021,1,4,-3,4.64,2.65,51,85,42,1,0,Away Win,2015,11,5,-4,,,,,Norway,Spain,,,
333,30-11-2015,Continental Cup,Germany,Uruguay,11,1,1870,2077,1,1,0,2.45,2.83,47,61,62,1,1,Draw,2015,11,2,10,,,,,Germany,Uruguay,,,
334,01-12-2015,Friendly,Nigeria,Canada,5,29,2086,2181,0,2,-2,4.35,2.03,79,78,38,0,1,Away Win,2015,12,2,-24,,,,,Nigeria,Canada,,,
335,02-12-2015,Nations League,Colombia,Switzerland,11,25,1956,1776,4,1,3,2.79,4.91,45,74,35,0,0,Home Win,2015,12,5,-14,,,,,Colombia,Switzerland,,,
336,03-12-2015,Friendly,Croatia,Morocco,8,8,2041,1934,4,4,0,2.68,4.42,80,58,26,0,0,Draw,2015,12,8,0,,,,,Croatia,Morocco,,,
337,04-12-2015,Continental Cup,Japan,Sweden,15,19,1763,1783,5,0,5,4.1,4.08,42,61,34,0,0,Home Win,2015,12,5,-4,,,,,Japan,Sweden,,,
338,05-12-2015,World Cup,Poland,Denmark,19,20,1834,1882,5,4,1,4.54,2.96,56,57,59,0,0,Home Win,2015,12,9,-1,,,,,Poland,Denmark,,,
339,06-12-2015,Continental Cup,Morocco,Italy,16,16,2151,2150,2,3,-1,2.61,4.65,84,70,44,1,1,Away Win,2015,12,5,0,,,,,Morocco,Italy,,,
340,07-12-2015,Continental Cup,Australia,Switzerland,27,4,2181,2078,2,5,-3,2.02,2.76,45,57,62,0,0,Away Win,2015,12,7,23,,,,,Australia,Switzerland,,,
341,08-12-2015,Friendly,Serbia,Germany,6,25,1855,1936,3,4,-1,3.94,2.79,40,74,63,0,0,Away Win,2015,12,7,-19,,,,,Serbia,Germany,,,
342,09-12-2015,Nations League,Sweden,Nigeria,2,18,1844,2179,3,1,2,3.15,2.02,53,59,57,1,1,Home Win,2015,12,4,-16,,,,,Sweden,Nigeria,,,
343,10-12-2015,Nations League,Sweden,Nigeria,3,9,1804,1828,2,2,0,2.58,4.75,61,71,34,0,1,Draw,2015,12,4,-6,,,,,Sweden,Nigeria,,,
344,11-12-2015,WC Qualifier,Austria,Turkey,30,26,2194,1812,2,3,-1,3.11,3.57,47,60,25,1,0,Away Win,2015,12,5,4,,,,,Austria,Turkey,,,
345,12-12-2015,Nations League,Turkey,Argentina,6,14,1930,2094,0,0,0,3.49,3.09,60,48,37,1,0,Draw,2015,12,0,-8,,,,,Turkey,Argentina,,,
346,13-12-2015,WC Qualifier,Turkey,Poland,13,20,1770,2172,0,2,-2,2.47,4.81,57,80,26,1,0,Away Win,2015,12,2,-7,,,,,Turkey,Poland,,,
347,14-12-2015,Nations League,Austria,France,10,16,2174,2174,3,0,3,3.46,4.16,60,46,54,1,1,Home Win,2015,12,3,-6,,,,,Austria,France,,,
348,15-12-2015,Friendly,Australia,Netherlands,4,16,2047,2020,1,4,-3,3.9,4.47,61,58,53,1,0,Away Win,2015,12,5,-12,,,,,Australia,Netherlands,,,
349,16-12-2015,WC Qualifier,Brazil,Morocco,17,10,1825,1939,3,3,0,4.54,2.15,63,56,45,1,1,Draw,2015,12,6,7,,,,,Brazil,Morocco,,,
350,17-12-2015,Nations League,Portugal,Senegal,25,3,1843,1792,2,1,1,4.76,4.8,66,80,56,1,0,Home Win,2015,12,3,22,,,,,Portugal,Senegal,,,
351,18-12-2015,World Cup,Canada,Japan,14,14,2038,1847,3,1,2,4.81,2.35,81,81,49,1,1,Home Win,2015,12,4,0,,,,,Canada,Japan,,,
352,19-12-2015,World Cup,Portugal,Morocco,19,10,1756,1955,2,1,1,4.71,3.56,71,52,64,0,0,Home Win,2015,12,3,9,,,,,Portugal,Morocco,,,
353,20-12-2015,Continental Cup,Australia,Norway,1,11,1939,2154,0,0,0,4.84,3.55,67,41,35,1,1,Draw,2015,12,0,-10,,,,,Australia,Norway,,,
354,21-12-2015,Continental Cup,Brazil,Australia,22,18,1898,2014,1,2,-1,3.56,2.72,43,50,50,0,0,Away Win,2015,12,3,4,,,,,Brazil,Australia,,,
355,22-12-2015,Nations League,Argentina,Serbia,22,13,1827,1964,4,2,2,3.33,2.71,41,70,57,0,0,Home Win,2015,12,6,9,,,,,Argentina,Serbia,,,
356,23-12-2015,Nations League,Sweden,Belgium,21,3,2009,1771,0,3,-3,4.28,2.96,53,50,34,0,1,Away Win,2015,12,3,18,,,,,Sweden,Belgium,,,
357,24-12-2015,Friendly,Uruguay,Morocco,5,2,2069,2037,5,0,5,4.03,4.43,64,65,60,0,0,Home Win,2015,12,5,3,,,,,Uruguay,Morocco,,,
358,25-12-2015,Friendly,Croatia,Japan,29,21,2195,1825,2,0,2,3.08,3.2,47,81,38,1,1,Home Win,2015,12,2,8,,,,,Croatia,Japan,,,
359,26-12-2015,Friendly,Morocco,Turkey,11,27,1933,1796,1,3,-2,2.98,4.67,67,79,45,0,0,Away Win,2015,12,4,-16,,,,,Morocco,Turkey,,,
360,27-12-2015,World Cup,Poland,Turkey,3,20,1984,1936,2,2,0,4.75,3.18,78,84,50,0,0,Draw,2015,12,4,-17,,,,,Poland,Turkey,,,
361,28-12-2015,World Cup,Colombia,Senegal,16,7,2068,1826,3,1,2,3.5,2.53,70,64,35,1,0,Home Win,2015,12,4,9,,,,,Colombia,Senegal,,,
362,29-12-2015,Nations League,Norway,Argentina,16,11,2136,1807,5,2,3,3.59,3.98,82,73,28,0,1,Home Win,2015,12,7,5,,,,,Norway,Argentina,,,
363,30-12-2015,World Cup,Canada,Argentina,4,7,2102,2090,1,0,1,3.36,4.4,69,79,29,0,1,Home Win,2015,12,1,-3,,,,,Canada,Argentina,,,
364,31-12-2015,World Cup,Turkey,Colombia,20,29,2155,2194,1,0,1,4.05,4.41,61,65,37,1,1,Home Win,2015,12,1,-9,,,,,Turkey,Colombia,,,
365,01-01-2016,Friendly,Japan,Senegal,27,1,2049,2200,0,5,-5,3.97,2.89,80,78,52,1,1,Away Win,2016,1,5,26,,,,,Japan,Senegal,,,
366,02-01-2016,WC Qualifier,Denmark,France,27,21,2039,2081,5,4,1,3.08,4.99,58,67,61,0,1,Home Win,2016,1,9,6,,,,,Denmark,France,,,
367,03-01-2016,World Cup,Mexico,Nigeria,16,24,2075,1997,5,0,5,2.57,5,40,68,59,0,1,Home Win,2016,1,5,-8,,,,,Mexico,Nigeria,,,
368,04-01-2016,Nations League,Colombia,Brazil,16,8,1829,2186,2,3,-1,4.17,4.6,45,75,38,0,0,Away Win,2016,1,5,8,,,,,Colombia,Brazil,,,
369,05-01-2016,Friendly,Morocco,Nigeria,4,30,2076,1907,5,4,1,4.4,2.32,84,59,29,1,0,Home Win,2016,1,9,-26,,,,,Morocco,Nigeria,,,
370,06-01-2016,Continental Cup,Croatia,England,5,14,1953,1900,0,0,0,3.52,3.02,57,58,32,0,0,Draw,2016,1,0,-9,,,,,Croatia,England,,,
371,07-01-2016,WC Qualifier,Denmark,England,17,19,1956,1930,4,1,3,4.94,4.23,83,56,48,1,0,Home Win,2016,1,5,-2,,,,,Denmark,England,,,
372,08-01-2016,Continental Cup,Belgium,Poland,15,30,1999,2131,2,2,0,2.41,3.61,44,51,65,1,0,Draw,2016,1,4,-15,,,,,Belgium,Poland,,,
373,09-01-2016,World Cup,Argentina,Germany,4,2,2079,1777,3,2,1,3.05,4.12,59,68,25,1,1,Home Win,2016,1,5,2,,,,,Argentina,Germany,,,
374,10-01-2016,Friendly,Denmark,France,9,25,1958,1899,2,5,-3,4.77,4.97,64,61,30,1,1,Away Win,2016,1,7,-16,,,,,Denmark,France,,,
375,11-01-2016,WC Qualifier,Belgium,Morocco,6,25,1766,1866,0,4,-4,3.34,3.65,60,77,41,1,1,Away Win,2016,1,4,-19,,,,,Belgium,Morocco,,,
376,12-01-2016,Continental Cup,Netherlands,Morocco,23,10,2077,2022,1,3,-2,3.56,3.74,79,63,58,1,0,Away Win,2016,1,4,13,,,,,Netherlands,Morocco,,,
377,13-01-2016,Friendly,Japan,Portugal,25,28,1879,1914,2,2,0,2.46,3.96,64,74,52,1,1,Draw,2016,1,4,-3,,,,,Japan,Portugal,,,
378,14-01-2016,Continental Cup,Nigeria,Switzerland,29,25,1793,1947,4,2,2,3.08,2.38,63,75,54,1,1,Home Win,2016,1,6,4,,,,,Nigeria,Switzerland,,,
379,15-01-2016,World Cup,USA,Mexico,27,20,1798,2093,5,2,3,3.74,3.83,82,74,65,0,1,Home Win,2016,1,7,7,,,,,USA,Mexico,,,
380,16-01-2016,WC Qualifier,Sweden,Mexico,14,3,1821,1790,2,2,0,3.86,4.68,69,54,38,1,1,Draw,2016,1,4,11,,,,,Sweden,Mexico,,,
381,17-01-2016,WC Qualifier,England,Germany,24,11,1892,2199,5,2,3,4.36,3.27,57,58,29,0,1,Home Win,2016,1,7,13,,,,,England,Germany,,,
382,18-01-2016,WC Qualifier,Senegal,Switzerland,6,22,1797,1989,0,3,-3,4.83,3.16,66,65,64,0,0,Away Win,2016,1,3,-16,,,,,Senegal,Switzerland,,,
383,19-01-2016,WC Qualifier,South Korea,Australia,26,8,1973,2037,1,5,-4,4.28,3.67,75,46,27,0,0,Away Win,2016,1,6,18,,,,,South Korea,Australia,,,
384,20-01-2016,Nations League,Spain,Switzerland,18,4,1962,1898,0,4,-4,4.93,2.62,74,84,44,0,1,Away Win,2016,1,4,14,,,,,Spain,Switzerland,,,
385,21-01-2016,Friendly,Nigeria,Sweden,2,22,1864,1916,0,4,-4,2.96,3.91,80,51,59,0,0,Away Win,2016,1,4,-20,,,,,Nigeria,Sweden,,,
386,22-01-2016,Friendly,Canada,Portugal,4,21,1789,2058,1,0,1,4.76,4.33,76,76,50,1,1,Home Win,2016,1,1,-17,,,,,Canada,Portugal,,,
387,23-01-2016,Friendly,Serbia,South Korea,16,6,2197,2057,0,5,-5,4.43,4.94,70,52,29,1,1,Away Win,2016,1,5,10,,,,,Serbia,South Korea,,,
388,24-01-2016,WC Qualifier,Nigeria,Sweden,21,22,2111,2106,2,1,1,4.7,3.55,46,73,54,1,0,Home Win,2016,1,3,-1,,,,,Nigeria,Sweden,,,
389,25-01-2016,World Cup,Austria,Argentina,23,9,1911,2008,0,3,-3,2.65,2.13,52,44,31,1,0,Away Win,2016,1,3,14,,,,,Austria,Argentina,,,
390,26-01-2016,Friendly,Spain,Brazil,25,14,1836,1950,0,4,-4,3.38,2.3,54,79,29,0,0,Away Win,2016,1,4,11,,,,,Spain,Brazil,,,
391,27-01-2016,Continental Cup,Nigeria,Japan,28,9,1948,1835,3,0,3,4.88,4.88,77,71,57,1,0,Home Win,2016,1,3,19,,,,,Nigeria,Japan,,,
392,28-01-2016,Continental Cup,Portugal,Canada,7,22,1894,1887,4,5,-1,4.59,2.5,70,80,42,0,1,Away Win,2016,1,9,-15,,,,,Portugal,Canada,,,
393,29-01-2016,World Cup,Germany,Serbia,24,17,1769,1840,5,5,0,2.22,3.27,85,65,45,1,0,Draw,2016,1,10,7,,,,,Germany,Serbia,,,
394,30-01-2016,Friendly,Switzerland,Brazil,9,16,1912,1825,5,0,5,4.07,4.09,64,65,56,1,0,Home Win,2016,1,5,-7,,,,,Switzerland,Brazil,,,
395,31-01-2016,World Cup,Sweden,Morocco,8,15,2159,1942,2,1,1,3.24,4.3,62,71,59,1,0,Home Win,2016,1,3,-7,,,,,Sweden,Morocco,,,
396,01-02-2016,Friendly,Senegal,Germany,12,2,1880,1881,4,4,0,3.99,2.29,60,52,38,1,0,Draw,2016,2,8,10,,,,,Senegal,Germany,,,
397,02-02-2016,Friendly,England,Poland,24,27,1961,2019,3,2,1,2.1,4.89,48,79,54,0,1,Home Win,2016,2,5,-3,,,,,England,Poland,,,
398,03-02-2016,World Cup,Germany,Morocco,18,18,1939,2122,4,1,3,3.36,3.18,66,79,48,0,0,Home Win,2016,2,5,0,,,,,Germany,Morocco,,,
399,04-02-2016,WC Qualifier,Japan,Denmark,3,8,2068,2045,3,1,2,4.01,3.67,73,49,26,0,0,Home Win,2016,2,4,-5,,,,,Japan,Denmark,,,
400,05-02-2016,World Cup,Norway,Morocco,21,8,1982,2076,3,5,-2,2.91,2.64,53,62,33,0,1,Away Win,2016,2,8,13,,,,,Norway,Morocco,,,
401,06-02-2016,Continental Cup,Colombia,Switzerland,5,29,1781,2091,0,3,-3,3.12,4.79,47,74,28,0,1,Away Win,2016,2,3,-24,,,,,Colombia,Switzerland,,,
402,07-02-2016,WC Qualifier,Italy,Japan,20,16,1860,1902,1,2,-1,4.33,3.91,47,40,51,0,1,Away Win,2016,2,3,4,,,,,Italy,Japan,,,
403,08-02-2016,Continental Cup,Denmark,Australia,26,29,1858,2061,5,3,2,4.3,4.35,52,68,34,1,1,Home Win,2016,2,8,-3,,,,,Denmark,Australia,,,
404,09-02-2016,World Cup,Norway,Croatia,10,5,2139,1966,1,0,1,4.01,2.27,57,76,31,0,0,Home Win,2016,2,1,5,,,,,Norway,Croatia,,,
405,10-02-2016,Friendly,Netherlands,Uruguay,2,3,2166,2025,4,0,4,4.99,2.32,45,56,42,1,0,Home Win,2016,2,4,-1,,,,,Netherlands,Uruguay,,,
406,11-02-2016,Friendly,Australia,Belgium,2,23,1987,2024,2,2,0,4.76,4.31,64,82,62,0,1,Draw,2016,2,4,-21,,,,,Australia,Belgium,,,
407,12-02-2016,Continental Cup,Senegal,Brazil,5,5,1857,1802,3,1,2,2.6,2.11,74,75,61,0,1,Home Win,2016,2,4,0,,,,,Senegal,Brazil,,,
408,13-02-2016,World Cup,Mexico,South Korea,2,11,1824,1838,1,2,-1,3.01,4.92,54,66,60,0,1,Away Win,2016,2,3,-9,,,,,Mexico,South Korea,,,
409,14-02-2016,Friendly,France,Nigeria,21,16,2090,2019,0,1,-1,4.88,2.49,53,72,45,1,1,Away Win,2016,2,1,5,,,,,France,Nigeria,,,
410,15-02-2016,Continental Cup,Spain,Norway,5,4,1882,2155,0,3,-3,4.5,4.28,70,52,52,1,0,Away Win,2016,2,3,1,,,,,Spain,Norway,,,
411,16-02-2016,Friendly,Norway,Netherlands,13,13,1969,1906,5,0,5,3.95,4.23,55,43,54,1,0,Home Win,2016,2,5,0,,,,,Norway,Netherlands,,,
412,17-02-2016,Continental Cup,Senegal,Denmark,28,19,1962,1940,0,3,-3,3.67,4.55,42,63,29,0,1,Away Win,2016,2,3,9,,,,,Senegal,Denmark,,,
413,18-02-2016,World Cup,England,Turkey,25,12,1811,2032,5,5,0,4.18,2.62,57,66,32,0,1,Draw,2016,2,10,13,,,,,England,Turkey,,,
414,19-02-2016,Nations League,Austria,Turkey,27,16,1961,2152,0,5,-5,2.58,4.16,85,60,26,1,0,Away Win,2016,2,5,11,,,,,Austria,Turkey,,,
415,20-02-2016,WC Qualifier,Senegal,Brazil,9,19,1806,2061,4,0,4,4.44,3.52,76,47,31,0,1,Home Win,2016,2,4,-10,,,,,Senegal,Brazil,,,
416,21-02-2016,World Cup,USA,Italy,25,14,2133,2004,2,4,-2,2.58,3.86,69,59,34,1,0,Away Win,2016,2,6,11,,,,,USA,Italy,,,
417,22-02-2016,Friendly,Argentina,Australia,4,1,2090,1868,4,2,2,4.38,3.2,47,72,42,1,1,Home Win,2016,2,6,3,,,,,Argentina,Australia,,,
418,23-02-2016,WC Qualifier,Australia,Croatia,4,11,1823,1796,1,4,-3,3.87,2.41,84,41,25,1,1,Away Win,2016,2,5,-7,,,,,Australia,Croatia,,,
419,24-02-2016,Friendly,Mexico,Netherlands,18,20,2108,2009,4,5,-1,4.94,3.06,53,80,30,1,0,Away Win,2016,2,9,-2,,,,,Mexico,Netherlands,,,
420,25-02-2016,Continental Cup,Poland,Uruguay,16,25,2097,1787,4,5,-1,3.89,3.76,62,67,56,1,1,Away Win,2016,2,9,-9,,,,,Poland,Uruguay,,,
421,26-02-2016,World Cup,Canada,Senegal,20,29,1943,1754,3,5,-2,2.36,2.94,81,71,53,0,1,Away Win,2016,2,8,-9,,,,,Canada,Senegal,,,
422,27-02-2016,WC Qualifier,Uruguay,Norway,28,1,2115,1836,2,2,0,2.92,2.72,63,84,59,0,0,Draw,2016,2,4,27,,,,,Uruguay,Norway,,,
423,28-02-2016,Friendly,Poland,Portugal,19,6,2083,1871,5,1,4,3,3.37,84,56,35,0,1,Home Win,2016,2,6,13,,,,,Poland,Portugal,,,
424,29-02-2016,WC Qualifier,Nigeria,Spain,17,18,2038,1886,5,0,5,4.88,4.9,69,46,50,1,1,Home Win,2016,2,5,-1,,,,,Nigeria,Spain,,,
425,01-03-2016,WC Qualifier,Portugal,Nigeria,26,4,2098,2139,1,0,1,4.52,3.83,41,83,44,0,1,Home Win,2016,3,1,22,,,,,Portugal,Nigeria,,,
426,02-03-2016,World Cup,Colombia,Norway,29,20,1983,1813,4,2,2,3.2,3.12,81,54,64,0,0,Home Win,2016,3,6,9,,,,,Colombia,Norway,,,
427,03-03-2016,WC Qualifier,Brazil,Serbia,16,28,1865,2153,4,2,2,3.59,3.7,44,82,32,0,0,Home Win,2016,3,6,-12,,,,,Brazil,Serbia,,,
428,04-03-2016,Friendly,Netherlands,South Korea,7,21,1963,1836,2,1,1,4.85,3.98,64,44,33,1,1,Home Win,2016,3,3,-14,,,,,Netherlands,South Korea,,,
429,05-03-2016,World Cup,Norway,Portugal,14,26,1820,2188,0,0,0,4.03,2.14,42,84,44,1,1,Draw,2016,3,0,-12,,,,,Norway,Portugal,,,
430,06-03-2016,Friendly,Morocco,Senegal,22,28,2006,2189,1,5,-4,4.71,3.89,63,65,54,1,0,Away Win,2016,3,6,-6,,,,,Morocco,Senegal,,,
431,07-03-2016,WC Qualifier,Denmark,Turkey,28,4,2147,1999,4,2,2,4.81,2.26,54,77,60,0,1,Home Win,2016,3,6,24,,,,,Denmark,Turkey,,,
432,08-03-2016,Nations League,Denmark,Belgium,14,30,2012,1782,2,5,-3,3.99,2.54,50,73,49,1,0,Away Win,2016,3,7,-16,,,,,Denmark,Belgium,,,
433,09-03-2016,Continental Cup,Germany,Serbia,16,5,1971,1959,5,3,2,3.36,4.24,51,41,38,1,1,Home Win,2016,3,8,11,,,,,Germany,Serbia,,,
434,10-03-2016,Friendly,Spain,Canada,7,5,1859,2063,5,0,5,3.54,4.06,55,53,60,0,1,Home Win,2016,3,5,2,,,,,Spain,Canada,,,
435,11-03-2016,World Cup,Germany,Belgium,20,13,1959,2199,1,3,-2,2.09,2.76,46,57,44,1,0,Away Win,2016,3,4,7,,,,,Germany,Belgium,,,
436,12-03-2016,World Cup,England,Italy,4,26,2082,2109,4,0,4,4.1,4.39,63,65,38,0,1,Home Win,2016,3,4,-22,,,,,England,Italy,,,
437,13-03-2016,Friendly,Poland,Mexico,22,1,2039,1997,0,0,0,3.28,4.69,49,55,31,0,0,Draw,2016,3,0,21,,,,,Poland,Mexico,,,
438,14-03-2016,Continental Cup,Serbia,England,11,13,1923,2038,5,3,2,3.02,4.36,75,40,53,0,0,Home Win,2016,3,8,-2,,,,,Serbia,England,,,
439,15-03-2016,Friendly,Japan,Senegal,9,13,1859,2009,0,1,-1,3.06,3.66,40,73,46,0,1,Away Win,2016,3,1,-4,,,,,Japan,Senegal,,,
440,16-03-2016,Continental Cup,Norway,Japan,17,30,1797,2165,1,4,-3,4.52,2.24,84,73,33,0,1,Away Win,2016,3,5,-13,,,,,Norway,Japan,,,
441,17-03-2016,Continental Cup,England,Denmark,12,14,1851,2132,5,0,5,2.97,2.91,72,41,64,0,0,Home Win,2016,3,5,-2,,,,,England,Denmark,,,
442,18-03-2016,Friendly,Mexico,Croatia,24,3,1969,1989,2,4,-2,4.56,4.01,67,71,27,1,1,Away Win,2016,3,6,21,,,,,Mexico,Croatia,,,
443,19-03-2016,Nations League,Nigeria,Portugal,8,19,2160,2078,3,0,3,4.9,4.06,76,62,55,0,0,Home Win,2016,3,3,-11,,,,,Nigeria,Portugal,,,
444,20-03-2016,World Cup,Switzerland,Nigeria,27,16,1936,1876,3,5,-2,4.81,2.27,84,59,41,0,0,Away Win,2016,3,8,11,,,,,Switzerland,Nigeria,,,
445,21-03-2016,Nations League,Argentina,Croatia,9,4,1806,1820,0,4,-4,4.97,3.43,58,58,28,0,0,Away Win,2016,3,4,5,,,,,Argentina,Croatia,,,
446,22-03-2016,World Cup,Netherlands,Austria,19,29,1998,2200,4,1,3,3.29,2.24,45,48,62,1,1,Home Win,2016,3,5,-10,,,,,Netherlands,Austria,,,
447,23-03-2016,Nations League,Uruguay,Switzerland,19,4,2054,1961,4,4,0,3.88,2.01,75,64,30,0,0,Draw,2016,3,8,15,,,,,Uruguay,Switzerland,,,
448,24-03-2016,Friendly,Denmark,Australia,9,22,1979,1831,1,1,0,3.53,4.56,51,52,44,0,0,Draw,2016,3,2,-13,,,,,Denmark,Australia,,,
449,25-03-2016,Continental Cup,Serbia,Croatia,7,11,1986,2140,5,2,3,3.6,4.59,42,80,39,0,1,Home Win,2016,3,7,-4,,,,,Serbia,Croatia,,,
450,26-03-2016,Continental Cup,Japan,Denmark,15,13,2155,1917,1,2,-1,3.87,3.14,82,42,37,1,1,Away Win,2016,3,3,2,,,,,Japan,Denmark,,,
451,27-03-2016,Continental Cup,Germany,Croatia,26,29,1952,2003,2,2,0,2.92,4.58,56,83,54,0,1,Draw,2016,3,4,-3,,,,,Germany,Croatia,,,
452,28-03-2016,Continental Cup,Sweden,Canada,15,5,1773,1752,0,2,-2,3.39,3.31,73,66,44,1,0,Away Win,2016,3,2,10,,,,,Sweden,Canada,,,
453,29-03-2016,World Cup,Austria,Japan,21,20,1814,1910,4,4,0,2.76,3.8,78,62,30,1,1,Draw,2016,3,8,1,,,,,Austria,Japan,,,
454,30-03-2016,World Cup,Turkey,Colombia,24,28,1753,2179,3,5,-2,4.68,2.93,56,70,45,1,0,Away Win,2016,3,8,-4,,,,,Turkey,Colombia,,,
455,31-03-2016,Nations League,Germany,South Korea,7,11,1791,1832,0,1,-1,4.22,2.46,59,43,28,0,1,Away Win,2016,3,1,-4,,,,,Germany,South Korea,,,
